objectid,name,average,avgweight,boardgamecategory,boardgamemechanic
188920,This War of Mine  The Board Game,7.88729,3.1653,"['Adventure', 'Exploration', 'Mature / Adult', 'Modern Warfare', 'Video Game Theme']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Push Your Luck', 'Role Playing']"
31627,Ticket to Ride  Nordic Countries,7.64139,1.9793,['Trains'],"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
199561,Sagrada,7.54653,1.9114,"['Dice', 'Puzzle']","['Card Drafting', 'Dice Rolling', 'Pattern Building', 'Set Collection']"
82222,Xia  Legends of a Drift System,7.85838,3.1444,"['Adventure', 'Exploration', 'Fighting', 'Science Fiction', 'Space Exploration', 'Transportation']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Pick-up and Deliver']"
25021,Sekigahara  The Unification of Japan,8.062,2.7616,"['Civil War', 'Pike and Shot', 'Wargame']","['Hand Management', 'Point to Point Movement', 'Secret Unit Deployment']"
244522,That's Pretty Clever,7.65216,1.9171,['Dice'],"['Dice Rolling', 'Paper-and-Pencil']"
148228,\u062c\u0648\u0627\u0647\u0631\u064a,7.46486,1.8062,"['Card Game', 'Economic', 'Renaissance']","['Card Drafting', 'Contracts', 'Set Collection']"
9216,Goa  A New Expedition,7.59568,3.3784,"['Economic', 'Farming', 'Nautical', 'Renaissance']","['Auction/Bidding', 'Auction: Once Around', 'Hand Management', 'Push Your Luck']"
215,Tichu,7.58429,2.3401,['Card Game'],"['Betting and Bluffing', 'Hand Management', 'Ladder Climbing', 'Team-Based Game']"
223321,Detective  A Modern Crime Board Game,8.0414,2.7172,"['Deduction', 'Murder/Mystery']","['Cooperative Game', 'Solo / Solitaire Game', 'Storytelling']"
129437,Legendary  A Marvel Deck Building Game,7.59345,2.4493,"['Card Game', 'Comic Book / Strip']","['Deck', 'Events', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Variable Setup']"
146886,La Granja,7.69331,3.5812,"['Economic', 'Farming']","['Area Majority / Influence', 'Automatic Resource Growth', 'Dice Rolling', 'Hand Management', 'Income', 'Simultaneous Action Selection']"
176189,Zombicide  Black Plague,7.71281,2.5312,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']"
463,Magic  The Gathering \u2013 White Planeswalkers Ajani Goldmane,7.49478,3.1904,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting']","['Hand Management', 'Take That']"
188,Go,7.63465,3.9956,['Abstract Strategy'],['Enclosure']
555,The Princes of Florence,7.54206,3.2505,"['City Building', 'Renaissance']","['Auction/Bidding', 'Grid Coverage', 'Tile Placement']"
27833,Steam,7.61627,3.4582,"['Economic', 'Trains', 'Transportation']","['Auction/Bidding', 'Loans', 'Network and Route Building', 'Pick-up and Deliver', 'Tile Placement']"
9209,Ticket to Ride \u0633\u0643\u0629 \u0633\u0641\u0631,7.43684,1.8589,['Trains'],"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']"
128621,Viticulture,7.62456,2.9369,"['Economic', 'Farming']","['Hand Management', 'Turn Order: Progressive', 'Worker Placement']"
182631,Star Realms  Colony Wars,7.88402,1.9221,"['Card Game', 'Fighting', 'Science Fiction']","['Card Drafting', 'Deck', 'Hand Management', 'Take That']"
12,Ra,7.46879,2.3496,"['Ancient', 'Mythology']","['Auction/Bidding', 'Auction: Once Around', 'Constrained Bidding', 'Push Your Luck', 'Set Collection']"
54998,Cyclades,7.52257,2.83,"['Ancient', 'City Building', 'Civilization', 'Fighting', 'Miniatures', 'Mythology']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Dice Rolling', 'Set Collection']"
822,Carcassonne,7.42103,1.921,"['City Building', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Map Addition', 'Tile Placement']"
109276,Kanban  Driver's Edition,7.85014,4.325,"['Economic', 'Industry / Manufacturing']","['Action Points', 'Commodity Speculation', 'Variable Phase Order', 'Worker Placement']"
20551,Shogun,7.54969,3.3728,"['Economic', 'Medieval', 'Territory Building']","['Action Queue', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Cube Tower', 'Simultaneous Action Selection']"
31481,Galaxy Trucker,7.42531,2.3242,"['Real-time', 'Science Fiction', 'Space Exploration', 'Transportation']","['Dice Rolling', 'Events', 'Real-Time', 'Relative Movement', 'Team-Based Game', 'Tile Placement']"
245638,Coimbra,7.72799,3.2863,"['Dice', 'Renaissance']","['Card Drafting', 'Dice Rolling', 'End Game Bonuses', 'Set Collection', 'Worker Placement with Dice Workers']"
220877,Rajas of the Ganges,7.69189,2.8482,"['Dice', 'Economic', 'Territory Building']","['Dice Rolling', 'Tile Placement', 'Worker Placement', 'Worker Placement with Dice Workers']"
7854,YINSH,7.68293,2.7039,['Abstract Strategy'],"['Grid Movement', 'Pattern Building']"
192291,Sushi Go Party!,7.49379,1.3255,"['Card Game', 'Party Game']","['Card Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']"
285774,Marvel Champions  The Card Game,8.37437,2.64,"['Card Game', 'Comic Book / Strip']","['Cooperative Game', 'Solo / Solitaire Game', 'Variable Player Powers']"
421,1830  The Game of Railroads and Robber Barons,7.87498,4.1598,"['Economic', 'Trains', 'Transportation']","['Auction/Bidding', 'Market', 'Network and Route Building', 'Ownership', 'Stock Holding', 'Tile Placement']"
156129,Deception  Murder in Hong Kong,7.51194,1.5957,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Party Game']","['Storytelling', 'Team-Based Game', 'Traitor Game']"
176494,Isle of Skye  From Chieftain to King,7.45078,2.2402,"['Economic', 'Territory Building']","['Auction/Bidding', 'Catch the Leader', 'Set Collection', 'Tile Placement']"
155873,Power Grid Deluxe  Europe\/North America,8.03222,3.2,"['Economic', 'Industry / Manufacturing']","['Auction: Turn Order Until Pass', 'Income', 'Market', 'Network and Route Building']"
140620,Lewis & Clark,7.50926,3.3466,"['American West', 'Racing']","['Card Drafting', 'Deck', 'Hand Management', 'Point to Point Movement', 'Worker Placement']"
154203,Imperial Settlers,7.45114,2.7736,"['Ancient', 'Card Game', 'City Building', 'Civilization']","['Card Drafting', 'Contracts', 'Drafting', 'Hand Management', 'Take That', 'Variable Player Powers']"
188834,Secret Hitler,7.57697,1.6851,"['Bluffing', 'Card Game', 'Deduction', 'Humor', 'Party Game', 'Political']","['Hidden Roles', 'Player Elimination', 'Team-Based Game', 'Traitor Game', 'Voting']"
19857,Glory to Rome,7.48492,2.9307,"['Ancient', 'Card Game', 'City Building', 'Economic']","['Follow', 'Hand Management', 'Set Collection', 'Variable Phase Order']"
24181,Imperial,7.61384,3.5731,"['Economic', 'Nautical', 'Political']","['Advantage Token', 'Area Majority / Influence', 'Area Movement', 'Investment', 'Ownership', 'Rondel']"
198994,Hero Realms,7.6441,1.9179,"['Card Game', 'Fantasy', 'Fighting']","['Card Drafting', 'Deck', 'Hand Management', 'Take That']"
97207,Dungeon Petz,7.49825,3.5807,"['Animals', 'Fantasy', 'Humor']","['Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection', 'Worker Placement']"
127060,Bora Bora,7.56414,3.7367,['Dice'],"['Dice Rolling', 'Set Collection', 'Worker Placement', 'Worker Placement with Dice Workers']"
218417,Aeon's End  War Eternal,8.48219,2.8833,"['Card Game', 'Fantasy', 'Science Fiction']","['Card Drafting', 'Cooperative Game', 'Deck', 'Hand Management', 'Variable Phase Order', 'Variable Player Powers']"
27708,1960  The Making of the President,7.59512,3.2013,['Political'],"['Action/Event', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Hand Management']"
22545,Age of Empires III  The Age of Discovery,7.55374,3.1277,"['Civilization', 'Exploration', 'Renaissance', 'Video Game Theme']","['Area Majority / Influence', 'Set Collection', 'Turn Order: Claim Action', 'Worker Placement', 'Worker Placement']"
108745,Seasons,7.43155,2.7745,"['Card Game', 'Dice', 'Fantasy']","['Card Drafting', 'Dice Rolling', 'Hand Management', 'Take That']"
38453,Space Alert,7.46067,2.9531,"['Electronic', 'Real-time', 'Science Fiction', 'Space Exploration']","['Action Queue', 'Area Movement', 'Cooperative Game', 'Elapsed Real Time Ending', 'Hand Management', 'Simultaneous Action Selection']"
203420,Exit  The Game \u2013 The Abandoned Cabin,7.6233,2.5833,"['Deduction', 'Puzzle', 'Real-time']",['Cooperative Game']
193037,Dead of Winter  The Long Night,7.71928,3.4464,"['Bluffing', 'Deduction', 'Horror', 'Mature / Adult', 'Science Fiction', 'Zombies']","['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Push Your Luck']"
92828,Dixit  Odyssey,7.47383,1.205,"['Card Game', 'Humor', 'Party Game']","['Simultaneous Action Selection', 'Storytelling', 'Team-Based Game', 'Voting']"
93260,Summoner Wars  Master Set,7.53925,2.5144,"['Card Game', 'Fantasy', 'Fighting']","['Dice Rolling', 'Grid Movement', 'Hand Management', 'Variable Player Powers']"
234,Hannibal  Rome vs. Carthage,7.80937,3.4396,"['Ancient', 'Political', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement', 'Simulation']"
59294,Runewars,7.65252,3.7684,"['Adventure', 'Fantasy', 'Fighting', 'Wargame']","['Area Majority / Influence', 'Auction/Bidding', 'Grid Movement', 'Modular Board', 'Simultaneous Action Selection', 'Variable Player Powers']"
199478,Flamme Rouge,7.57292,1.6573,"['Racing', 'Sports']","['Hand Management', 'Modular Board', 'Race', 'Simulation', 'Simultaneous Action Selection']"
146439,BattleLore (Second Edition),7.7873,2.7008,"['Fantasy', 'Miniatures', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']"
3,Samurai,7.44259,2.4961,"['Abstract Strategy', 'Medieval']","['Area Majority / Influence', 'Hand Management', 'Set Collection', 'Tile Placement']"
66589,Navegador,7.56039,3.0977,"['Economic', 'Exploration', 'Nautical', 'Renaissance']","['Advantage Token', 'Area Movement', 'Rondel']"
181279,Fury of Dracula (Third\/Fourth Edition),7.54661,3.2008,"['Adventure', 'Deduction', 'Fighting', 'Horror', 'Novel-based']","['Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game', 'Variable Player Powers']"
48726,Alien Frontiers,7.43714,2.5746,"['Dice', 'Science Fiction']","['Area Majority / Influence', 'Card Drafting', 'Dice Rolling', 'Worker Placement with Dice Workers']"
101721,Mage Wars Arena,7.67954,3.6589,"['Card Game', 'Fantasy', 'Fighting']","['Dice Rolling', 'Grid Movement', 'Simultaneous Action Selection', 'Variable Player Powers']"
19777,Indonesia,7.85119,3.995,"['Economic', 'Industry / Manufacturing', 'Transportation']","['Area Majority / Influence', 'Auction/Bidding', 'Pick-up and Deliver', 'Stock Holding']"
189932,Tyrants of the Underdark,7.89435,2.5588,['Fantasy'],"['Area Majority / Influence', 'Deck', 'Take That']"
222509,Lords of Hellas,7.95468,3.3376,"['Ancient', 'Civilization', 'Mythology', 'Science Fiction', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Hand Management', 'Variable Player Powers', 'Worker Placement']"
13122,Antiquity,7.9046,4.3127,"['City Building', 'Civilization', 'Economic', 'Environmental', 'Medieval']","['Grid Coverage', 'Modular Board', 'Tile Placement', 'Trading']"
169426,Roll Player,7.51822,2.4,"['Dice', 'Fantasy']","['Card Drafting', 'Dice Rolling', 'Set Collection', 'Variable Player Powers']"
760,Battle Line,7.41902,1.9077,"['Ancient', 'Card Game', 'Deduction']","['Hand Management', 'Set Collection']"
54138,Imperial 2030,7.68996,3.4985,"['Economic', 'Nautical', 'Political']","['Area Majority / Influence', 'Area Movement', 'Rondel', 'Stock Holding']"
217372,The Quest for El Dorado,7.569,1.9719,"['Adventure', 'Racing']","['Card Drafting', 'Deck', 'Grid Movement', 'Hand Management', 'Modular Board', 'Race']"
144344,Rokoko,7.58448,3.0971,"['Age of Reason', 'Economic']","['Area Majority / Influence', 'Card Drafting', 'Deck', 'Hand Management', 'Set Collection']"
172081,Burgle Bros.,7.58491,2.2929,"['Exploration', 'Maze', 'Print & Play', 'Spies/Secret Agents']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Solo / Solitaire Game']"
204583,\u05e7\u05d9\u05e0\u05d2\u05d3\u05d5\u05de\u05d9\u05e0\u05d5,7.364,1.2078,"['City Building', 'Fantasy', 'Medieval', 'Territory Building']","['Card Drafting', 'Pattern Building', 'Tile Placement']"
181304,Mysterium,7.36277,1.9098,"['Deduction', 'Horror', 'Murder/Mystery', 'Party Game']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Pattern Recognition']"
228341,Pulsar 2849,7.76394,3.3041,"['Dice', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Point to Point Movement', 'Variable Player Powers', 'Worker Placement with Dice Workers']"
172818,Above and Below,7.47444,2.5329,"['Adventure', 'City Building', 'Economic', 'Exploration', 'Fantasy', 'Farming']","['Action Points', 'Card Drafting', 'Deck', 'Dice Rolling', 'Narrative Choice / Paragraph', 'Set Collection']"
176734,The Manhattan Project  Energy Empire,7.80513,3.018,"['Civilization', 'Dice', 'Economic', 'Environmental', 'Industry / Manufacturing']","['Dice Rolling', 'Worker Placement']"
158600,\u82b1\u898b\u5c0f\u8def,7.554,1.7178,"['Card Game', 'Medieval', 'Video Game Theme']","['Area Majority / Influence', 'Card Drafting', 'Force Commitment', 'Hand Management', 'I Cut']"
118,Modern Art,7.38414,2.3125,"['Card Game', 'Economic']","['Auction/Bidding', 'Auction: English', 'Auction: Once Around', 'Auction: Sealed Bid', 'Auction: Turn Order Until Pass', 'Commodity Speculation']"
160477,Onitama,7.44317,1.6935,"['Abstract Strategy', 'Ancient']","['Grid Movement', 'Hand Management']"
17392,Here I Stand  Wars of the Reformation 1517-1555,7.93077,4.164,"['Negotiation', 'Political', 'Religious', 'Renaissance', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']"
77130,Sid Meier's Civilization  The Board Game,7.43552,3.878,"['City Building', 'Civilization', 'Exploration', 'Negotiation', 'Video Game Theme']","['Card Drafting', 'Deck', 'Grid Movement', 'Hand Management', 'Modular Board', 'Rock-Paper-Scissors']"
197376,Charterstone,7.52181,2.8416,"['City Building', 'Economic', 'Medieval']","['Card Drafting', 'Hand Management', 'Legacy Game', 'Solo / Solitaire Game', 'Worker Placement']"
45315,Dungeon Lords,7.40486,3.5493,"['Economic', 'Fantasy', 'Fighting', 'Humor']","['Action Queue', 'Hand Management', 'Simultaneous Action Selection', 'Tile Placement', 'Worker Placement']"
40692,Small World,7.2852,2.3625,"['Fantasy', 'Fighting', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Increase Value of Unchosen Resources', 'Variable Player Powers', 'Victory Points as a Resource']"
59959,Letters from Whitechapel,7.42067,2.6679,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Post-Napoleonic']","['Hidden Movement', 'Memory', 'Point to Point Movement', 'Secret Unit Deployment', 'Team-Based Game']"
2655,Hive,7.32204,2.3358,"['Abstract Strategy', 'Animals']","['Grid Movement', 'Hexagon Grid', 'Tile Placement']"
41114,Der Widerstand,7.31093,1.6163,"['Bluffing', 'Card Game', 'Deduction', 'Negotiation', 'Party Game', 'Science Fiction']","['Hidden Roles', 'Memory', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game', 'Voting']"
163745,Star Wars  Armada,7.88574,3.1458,"['Collectible Components', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Variable Player Powers']"
119890,Agricola  All Creatures Big and Small,7.41056,2.3462,"['Animals', 'Farming']","['Automatic Resource Growth', 'Enclosure', 'Tile Placement', 'Worker Placement']"
139976,Cthulhu Wars,7.93489,3.1174,"['Fantasy', 'Fighting', 'Horror', 'Miniatures']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Variable Player Powers']"
136888,Bruges,7.44474,2.7566,"['Card Game', 'City Building', 'Economic', 'Renaissance']","['Dice Rolling', 'Hand Management']"
25292,Merchants & Marauders,7.42923,3.2296,"['Adventure', 'Fighting', 'Nautical', 'Pirates', 'Transportation']","['Action Points', 'Area Movement', 'Dice Rolling', 'Pick-up and Deliver', 'Variable Player Powers']"
264220,Tainted Grail  The Fall of Avalon,8.99553,3.2517,"['Adventure', 'Exploration', 'Fantasy', 'Mature / Adult', 'Medieval', 'Mythology']","['Area Movement', 'Cooperative Game', 'Deck', 'Dice Rolling', 'Modular Board', 'Narrative Choice / Paragraph']"
206718,Ethnos,7.49888,2.0145,['Fantasy'],"['Area Majority / Influence', 'Card Drafting', 'Hand Management', 'Set Collection']"
254640,Just One,7.60502,1.0755,"['Party Game', 'Word Game']","['Communication Limits', 'Cooperative Game']"
209685,Century  Spice Road,7.3768,1.7787,"['Card Game', 'Economic', 'Medieval']","['Action Retrieval', 'Card Drafting', 'Contracts', 'Deck', 'Hand Management', 'Increase Value of Unchosen Resources']"
37046,Ghost Stories,7.34322,2.9139,"['Fantasy', 'Fighting', 'Horror', 'Mythology']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers']"
176920,Mission  Red Planet (Second Edition),7.48955,2.2129,['Science Fiction'],"['Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Hand Management', 'Simultaneous Action Selection', 'Take That']"
46213,Telestrations,7.41564,1.0892,"['Humor', 'Party Game', 'Real-time']","['Line Drawing', 'Paper-and-Pencil']"
